venue,item,category,is_group,is_room_service,is_addon,is_disposable_or_condiment,is_zero_sugar,drink_temp_hot,drink_temp_ice,spicy_flag,kids_flag
라그로타,버섯 크림 리조또,서양식 메인·라이트,False,False,False,False,False,False,False,False,False
라그로타,빵 추가 (1인),디저트·베이커리,True,False,True,False,False,False,False,False,False
라그로타,스프라이트,분식·스낵,False,False,False,False,False,False,False,False,False
라그로타,시저 샐러드 ,서양식 메인·라이트,False,False,False,False,False,False,False,False,False
라그로타,아메리카노,커피·차,False,False,False,False,False,False,False,False,False
라그로타,알리오 에 올리오 ,서양식 메인·라이트,False,False,False,False,False,False,False,False,False
라그로타,양갈비 (4ps),서양식 메인·라이트,False,False,False,False,False,False,False,False,False
라그로타,자몽리치에이드,무알코올 음료,False,False,False,False,False,False,False,False,False
라그로타,제로콜라,무알코올 음료,False,False,False,False,True,False,False,False,False
라그로타,카스,맥주,False,False,False,False,False,False,False,False,False
라그로타,콜라,무알코올 음료,False,False,False,False,False,False,False,False,False
라그로타,하이네켄(생),맥주,False,False,False,False,False,False,False,False,False
라그로타,한우 (200g),구이·BBQ·육류,False,False,False,False,False,False,False,False,False
라그로타,해산물 토마토 리조또,서양식 메인·라이트,False,False,False,False,False,False,False,False,False
라그로타,해산물 토마토 스튜 파스타,서양식 메인·라이트,False,False,False,False,False,False,False,False,False
라그로타,해산물 토마토 스파게티,서양식 메인·라이트,False,False,False,False,False,False,False,False,False
미라시아,"(단체)브런치주중 36,000",패키지·단체·대관·서비스·옵션,True,False,False,False,False,False,False,False,False
미라시아,(오븐) 하와이안 쉬림프 피자,서양식 메인·라이트,False,False,False,False,False,False,False,False,False
미라시아,(화덕) 불고기 페퍼로니 반반피자,서양식 메인·라이트,False,False,False,False,False,False,False,False,False
미라시아,BBQ Platter,서양식 메인·라이트,False,False,False,False,False,False,False,False,False
미라시아,BBQ 고기추가,구이·BBQ·육류,False,False,True,False,False,False,False,False,False
미라시아,공깃밥,라이스·덮밥·볶음밥,False,False,False,False,False,False,False,False,False
미라시아,글라스와인 (레드),와인,False,False,False,False,False,False,False,False,False
미라시아,레인보우칵테일(알코올),칵테일·하이볼,False,False,False,False,False,False,False,False,False
미라시아,미라시아 브런치 (패키지),패키지·단체·대관·서비스·옵션,True,False,False,False,False,False,False,False,False
미라시아,버드와이저(무제한),맥주,True,False,False,False,False,False,False,False,False
미라시아,보일링 랍스타 플래터,서양식 메인·라이트,False,False,False,False,False,False,False,False,False
미라시아,보일링 랍스타 플래터(덜매운맛),서양식 메인·라이트,False,False,False,False,False,False,False,True,False
미라시아,브런치 2인 패키지 ,패키지·단체·대관·서비스·옵션,True,False,False,False,False,False,False,False,False
미라시아,브런치 4인 패키지 ,패키지·단체·대관·서비스·옵션,True,False,False,False,False,False,False,False,False
미라시아,브런치(대인) 주말,패키지·단체·대관·서비스·옵션,False,False,False,False,False,False,False,False,False
미라시아,브런치(대인) 주중,패키지·단체·대관·서비스·옵션,False,False,False,False,False,False,False,False,False
미라시아,브런치(어린이),패키지·단체·대관·서비스·옵션,False,False,False,False,False,False,False,False,True
미라시아,쉬림프 투움바 파스타,서양식 메인·라이트,False,False,False,False,False,False,False,False,False
미라시아,스텔라(무제한),맥주,True,False,False,False,False,False,False,False,False
미라시아,스프라이트,분식·스낵,False,False,False,False,False,False,False,False,False
미라시아,애플망고 에이드,무알코올 음료,False,False,False,False,False,False,False,False,False
미라시아,얼그레이 하이볼,커피·차,False,False,False,False,False,False,False,False,False
미라시아,오븐구이 윙과 킬바사소세지,구이·BBQ·육류,False,False,False,False,False,False,False,False,False
미라시아,유자 하이볼,칵테일·하이볼,False,False,False,False,False,False,False,False,False
미라시아,잭 애플 토닉,칵테일·하이볼,False,False,False,False,False,False,False,False,False
미라시아,칠리 치즈 프라이,분식·스낵,False,False,False,False,False,False,False,False,False
미라시아,코카콜라,무알코올 음료,False,False,False,False,False,False,False,False,False
미라시아,코카콜라(제로),무알코올 음료,False,False,False,False,True,False,False,False,False
미라시아,콥 샐러드,서양식 메인·라이트,False,False,False,False,False,False,False,False,False
미라시아,파스타면 추가(150g),서양식 메인·라이트,False,False,True,False,False,False,False,False,False
미라시아,핑크레몬에이드,무알코올 음료,False,False,False,False,False,False,False,False,False
연회장,Cass Beer,맥주,False,False,False,False,False,False,False,False,False
연회장,Conference L1,패키지·단체·대관·서비스·옵션,False,True,False,False,False,False,False,False,False
연회장,Conference L2,패키지·단체·대관·서비스·옵션,False,True,False,False,False,False,False,False,False
연회장,Conference L3,패키지·단체·대관·서비스·옵션,False,True,False,False,False,False,False,False,False
연회장,Conference M1,패키지·단체·대관·서비스·옵션,False,True,False,False,False,False,False,False,False
연회장,Conference M8,패키지·단체·대관·서비스·옵션,False,True,False,False,False,False,False,False,False
연회장,Conference M9,패키지·단체·대관·서비스·옵션,False,True,False,False,False,False,False,False,False
연회장,Convention Hall,패키지·단체·대관·서비스·옵션,False,True,False,False,False,False,False,False,False
연회장,Cookie Platter,서양식 메인·라이트,False,False,False,False,False,False,False,False,False
연회장,Grand Ballroom,패키지·단체·대관·서비스·옵션,False,True,False,False,False,False,False,False,False
연회장,OPUS 2,구이·BBQ·육류,False,False,False,False,False,False,False,False,False
연회장,Regular Coffee,커피·차,False,False,False,False,False,False,False,False,False
연회장,골뱅이무침,분식·스낵,False,False,False,False,False,False,False,False,False
연회장,공깃밥,라이스·덮밥·볶음밥,False,False,False,False,False,False,False,False,False
연회장,돈목살 김치찌개 (밥포함),한식 메인,False,False,False,False,False,False,False,False,False
연회장,로제 치즈떡볶이,분식·스낵,False,False,False,False,False,False,False,False,False
연회장,마라샹궈,기타,False,False,False,False,False,False,False,True,False
연회장,매콤 무뼈닭발&계란찜,분식·스낵,False,False,False,False,False,False,False,True,False
연회장,모둠 돈육구이(3인),구이·BBQ·육류,True,False,False,False,False,False,False,False,False
연회장,삼겹살추가 (200g),구이·BBQ·육류,False,False,True,False,False,False,False,False,False
연회장,야채추가,패키지·단체·대관·서비스·옵션,False,False,True,False,False,False,False,False,False
연회장,왕갈비치킨,분식·스낵,False,False,False,False,False,False,False,False,False
연회장,주먹밥 (2ea),라이스·덮밥·볶음밥,False,False,False,False,False,False,False,False,False
카페테리아,공깃밥(추가),라이스·덮밥·볶음밥,False,False,True,False,False,False,False,False,False
카페테리아,구슬아이스크림,디저트·베이커리,False,False,False,False,False,False,True,False,False
카페테리아,단체식 13000(신),패키지·단체·대관·서비스·옵션,True,False,False,False,False,False,False,False,False
카페테리아,단체식 18000(신),패키지·단체·대관·서비스·옵션,True,False,False,False,False,False,False,False,False
카페테리아,돼지고기 김치찌개,한식 메인,False,False,False,False,False,False,False,False,False
카페테리아,복숭아 아이스티,무알코올 음료,False,False,False,False,False,False,True,False,False
카페테리아,새우 볶음밥,라이스·덮밥·볶음밥,False,False,False,False,False,False,False,False,False
카페테리아,새우튀김 우동,아시아 면류,False,False,False,False,False,False,False,False,False
카페테리아,샷 추가,패키지·단체·대관·서비스·옵션,False,False,True,False,False,False,False,False,False
카페테리아,수제 등심 돈까스,서양식 메인·라이트,False,False,False,False,False,False,False,False,False
카페테리아,아메리카노(HOT),커피·차,False,False,False,False,False,True,False,False,False
카페테리아,아메리카노(ICE),커피·차,False,False,False,False,False,False,True,False,False
카페테리아,약 고추장 돌솥비빔밥,한식 메인,False,False,False,False,False,False,False,False,False
카페테리아,어린이 돈까스,서양식 메인·라이트,False,False,False,False,False,False,False,False,True
카페테리아,오픈푸드,패키지·단체·대관·서비스·옵션,False,False,False,False,False,False,False,False,False
카페테리아,진사골 설렁탕,한식 메인,False,False,False,False,False,False,False,False,False
카페테리아,짜장면,아시아 면류,False,False,False,False,False,False,False,False,False
카페테리아,짜장밥,아시아 면류,False,False,False,False,False,False,False,False,False
카페테리아,짬뽕,아시아 면류,False,False,False,False,False,False,False,False,False
카페테리아,짬뽕밥,아시아 면류,False,False,False,False,False,False,False,False,False
카페테리아,치즈돈까스,서양식 메인·라이트,False,False,False,False,False,False,False,False,False
카페테리아,카페라떼(HOT),커피·차,False,False,False,False,False,True,False,False,False
카페테리아,카페라떼(ICE),커피·차,False,False,False,False,False,False,True,False,False
카페테리아,한상 삼겹구이 정식(2인) 소요시간 약 15~20분,한식 메인,True,False,False,False,False,False,False,False,False
포레스트릿,꼬치어묵,분식·스낵,False,False,False,False,False,False,False,False,False
포레스트릿,떡볶이,분식·스낵,False,False,False,False,False,False,False,False,False
포레스트릿,복숭아 아이스티,무알코올 음료,False,False,False,False,False,False,True,False,False
포레스트릿,생수,무알코올 음료,False,False,False,False,False,False,False,False,False
포레스트릿,스프라이트,분식·스낵,False,False,False,False,False,False,False,False,False
포레스트릿,아메리카노(HOT),커피·차,False,False,False,False,False,True,False,False,False
포레스트릿,아메리카노(ICE),커피·차,False,False,False,False,False,False,True,False,False
포레스트릿,치즈 핫도그,분식·스낵,False,False,False,False,False,True,False,False,False
포레스트릿,카페라떼(HOT),커피·차,False,False,False,False,False,True,False,False,False
포레스트릿,카페라떼(ICE),커피·차,False,False,False,False,False,False,True,False,False
포레스트릿,코카콜라,무알코올 음료,False,False,False,False,False,False,False,False,False
포레스트릿,페스츄리 소시지,분식·스낵,False,False,False,False,False,False,False,False,False
화담숲주막,느린마을 막걸리,전통주·막걸리,False,False,False,False,False,False,False,False,False
화담숲주막,단호박 식혜 ,무알코올 음료,False,False,False,False,False,False,False,False,False
화담숲주막,병천순대,분식·스낵,False,False,False,False,False,False,False,False,False
화담숲주막,스프라이트,분식·스낵,False,False,False,False,False,False,False,False,False
화담숲주막,참살이 막걸리,전통주·막걸리,False,False,False,False,False,False,False,False,False
화담숲주막,찹쌀식혜,무알코올 음료,False,False,False,False,False,False,False,False,False
화담숲주막,콜라,무알코올 음료,False,False,False,False,False,False,False,False,False
화담숲주막,해물파전,한식 메인,False,False,False,False,False,False,False,False,False
화담숲카페,메밀미숫가루,무알코올 음료,False,False,False,False,False,False,False,False,False
화담숲카페,아메리카노 HOT,커피·차,False,False,False,False,False,True,False,False,False
화담숲카페,아메리카노 ICE,커피·차,False,False,False,False,False,False,True,False,False
화담숲카페,카페라떼 ICE,커피·차,False,False,False,False,False,False,True,False,False
화담숲카페,현미뻥스크림,디저트·베이커리,False,False,False,False,False,False,False,False,False
